time,flow
22:00,96
22:15,82
22:30,80
22:45,64
23:00,64
23:15,48
23:30,48
23:45,43
00:00,23
00:15,28
00:30,15
00:45,20
01:00,11
01:15,14
01:30,13
01:45,13
02:00,7
02:15,7
02:30,7
02:45,9
03:00,3
03:15,1
03:30,7
03:45,7
04:00,10
04:15,8
04:30,20
04:45,12
05:00,27
05:15,33
05:30,54
05:45,63
06:00,77
06:15,141
