Route_ID,START_LAT,START_LONG,END_LAT,END_LONG,Day,Time,Time_Taken
752,-37.86703,145.09159,-37.83323,145.05532,Friday,12:0,13 mins
753,-37.86703,145.09159,-37.83323,145.05532,Friday,18:0,14 mins
754,-37.86703,145.09159,-37.83323,145.05532,Saturday,7:0,10 mins
755,-37.86703,145.09159,-37.83323,145.05532,Saturday,12:0,14 mins
756,-37.86703,145.09159,-37.83323,145.05532,Saturday,18:0,12 mins
757,-37.86703,145.09159,-37.83284,145.05505,Monday,7:0,11 mins
758,-37.86703,145.09159,-37.83284,145.05505,Monday,12:0,12 mins
759,-37.86703,145.09159,-37.83284,145.05505,Monday,18:0,13 mins
760,-37.86703,145.09159,-37.83284,145.05505,Friday,7:0,11 mins
761,-37.86703,145.09159,-37.83284,145.05505,Friday,12:0,14 mins
762,-37.86703,145.09159,-37.83284,145.05505,Friday,18:0,15 mins
763,-37.86703,145.09159,-37.83284,145.05505,Saturday,7:0,10 mins
764,-37.86703,145.09159,-37.83284,145.05505,Saturday,12:0,14 mins
765,-37.86703,145.09159,-37.83284,145.05505,Saturday,18:0,13 mins
766,-37.86703,145.09159,-37.83254,145.05507,Monday,7:0,11 mins
767,-37.86703,145.09159,-37.83254,145.05507,Monday,12:0,12 mins
768,-37.86703,145.09159,-37.83254,145.05507,Monday,18:0,13 mins
769,-37.86703,145.09159,-37.83254,145.05507,Friday,7:0,11 mins
770,-37.86703,145.09159,-37.83254,145.05507,Friday,12:0,14 mins
771,-37.86703,145.09159,-37.83254,145.05507,Friday,18:0,15 mins
772,-37.86703,145.09159,-37.83254,145.05507,Saturday,7:0,10 mins
773,-37.86703,145.09159,-37.83254,145.05507,Saturday,12:0,14 mins
774,-37.86703,145.09159,-37.83254,145.05507,Saturday,18:0,13 mins
775,-37.86703,145.09159,-37.84683,145.05275,Monday,7:0,10 mins
776,-37.86703,145.09159,-37.84683,145.05275,Monday,12:0,11 mins
777,-37.86703,145.09159,-37.84683,145.05275,Monday,18:0,10 mins
778,-37.86703,145.09159,-37.84683,145.05275,Friday,7:0,10 mins
779,-37.86703,145.09159,-37.84683,145.05275,Friday,12:0,12 mins
780,-37.86703,145.09159,-37.84683,145.05275,Friday,18:0,11 mins
781,-37.86703,145.09159,-37.84683,145.05275,Saturday,7:0,7 mins
782,-37.86703,145.09159,-37.84683,145.05275,Saturday,12:0,14 mins
783,-37.86703,145.09159,-37.84683,145.05275,Saturday,18:0,11 mins
784,-37.86703,145.09159,-37.84726,145.05308,Monday,7:0,10 mins
785,-37.86703,145.09159,-37.84726,145.05308,Monday,12:0,11 mins
786,-37.86703,145.09159,-37.84726,145.05308,Monday,18:0,10 mins
787,-37.86703,145.09159,-37.84726,145.05308,Friday,7:0,10 mins
788,-37.86703,145.09159,-37.84726,145.05308,Friday,12:0,12 mins
789,-37.86703,145.09159,-37.84726,145.05308,Friday,18:0,11 mins
790,-37.86703,145.09159,-37.84726,145.05308,Saturday,7:0,7 mins
791,-37.86703,145.09159,-37.84726,145.05308,Saturday,12:0,14 mins
792,-37.86703,145.09159,-37.84726,145.05308,Saturday,18:0,11 mins
793,-37.86703,145.09159,-37.84741,145.05263,Monday,7:0,10 mins
794,-37.86703,145.09159,-37.84741,145.05263,Monday,12:0,11 mins
795,-37.86703,145.09159,-37.84741,145.05263,Monday,18:0,10 mins
796,-37.86703,145.09159,-37.84741,145.05263,Friday,7:0,10 mins
797,-37.86703,145.09159,-37.84741,145.05263,Friday,12:0,12 mins
798,-37.86703,145.09159,-37.84741,145.05263,Friday,18:0,11 mins
799,-37.86703,145.09159,-37.84741,145.05263,Saturday,7:0,7 mins
800,-37.86703,145.09159,-37.84741,145.05263,Saturday,12:0,14 mins
801,-37.86703,145.09159,-37.84741,145.05263,Saturday,18:0,11 mins
802,-37.86703,145.09159,-37.84714,145.05205,Monday,7:0,10 mins
803,-37.86703,145.09159,-37.84714,145.05205,Monday,12:0,11 mins
804,-37.86703,145.09159,-37.84714,145.05205,Monday,18:0,10 mins
805,-37.86703,145.09159,-37.84714,145.05205,Friday,7:0,10 mins
806,-37.86703,145.09159,-37.84714,145.05205,Friday,12:0,12 mins
807,-37.86703,145.09159,-37.84714,145.05205,Friday,18:0,11 mins
808,-37.86703,145.09159,-37.84714,145.05205,Saturday,7:0,8 mins
809,-37.86703,145.09159,-37.84714,145.05205,Saturday,12:0,14 mins
810,-37.86703,145.09159,-37.84714,145.05205,Saturday,18:0,11 mins
811,-37.86703,145.09159,-37.79419,145.0696,Monday,7:0,18 mins
812,-37.86703,145.09159,-37.79419,145.0696,Monday,12:0,19 mins
813,-37.86703,145.09159,-37.79419,145.0696,Monday,18:0,21 mins
814,-37.86703,145.09159,-37.79419,145.0696,Friday,7:0,19 mins
815,-37.86703,145.09159,-37.79419,145.0696,Friday,12:0,20 mins
816,-37.86703,145.09159,-37.79419,145.0696,Friday,18:0,22 mins
817,-37.86703,145.09159,-37.79419,145.0696,Saturday,7:0,16 mins
818,-37.86703,145.09159,-37.79419,145.0696,Saturday,12:0,23 mins
819,-37.86703,145.09159,-37.79419,145.0696,Saturday,18:0,20 mins
820,-37.86703,145.09159,-37.79418,145.06955,Monday,7:0,18 mins
821,-37.86703,145.09159,-37.79418,145.06955,Monday,12:0,19 mins
822,-37.86703,145.09159,-37.79418,145.06955,Monday,18:0,21 mins
823,-37.86703,145.09159,-37.79418,145.06955,Friday,7:0,19 mins
824,-37.86703,145.09159,-37.79418,145.06955,Friday,12:0,20 mins
825,-37.86703,145.09159,-37.79418,145.06955,Friday,18:0,22 mins
826,-37.86703,145.09159,-37.79418,145.06955,Saturday,7:0,16 mins
827,-37.86703,145.09159,-37.79418,145.06955,Saturday,12:0,23 mins
828,-37.86703,145.09159,-37.79418,145.06955,Saturday,18:0,20 mins
829,-37.86703,145.09159,-37.79406,145.06885,Monday,7:0,18 mins
830,-37.86703,145.09159,-37.79406,145.06885,Monday,12:0,19 mins
831,-37.86703,145.09159,-37.79406,145.06885,Monday,18:0,21 mins
832,-37.86703,145.09159,-37.79406,145.06885,Friday,7:0,18 mins
833,-37.86703,145.09159,-37.79406,145.06885,Friday,12:0,20 mins
834,-37.86703,145.09159,-37.79406,145.06885,Friday,18:0,22 mins
835,-37.86703,145.09159,-37.79406,145.06885,Saturday,7:0,16 mins
836,-37.86703,145.09159,-37.79406,145.06885,Saturday,12:0,22 mins
837,-37.86703,145.09159,-37.79406,145.06885,Saturday,18:0,19 mins
838,-37.86703,145.09159,-37.80431,145.08197,Monday,7:0,14 mins
839,-37.86703,145.09159,-37.80431,145.08197,Monday,12:0,15 mins
840,-37.86703,145.09159,-37.80431,145.08197,Monday,18:0,17 mins
841,-37.86703,145.09159,-37.80431,145.08197,Friday,7:0,14 mins
842,-37.86703,145.09159,-37.80431,145.08197,Friday,12:0,16 mins
843,-37.86703,145.09159,-37.80431,145.08197,Friday,18:0,18 mins
844,-37.86703,145.09159,-37.80431,145.08197,Saturday,7:0,12 mins
845,-37.86703,145.09159,-37.80431,145.08197,Saturday,12:0,18 mins
846,-37.86703,145.09159,-37.80431,145.08197,Saturday,18:0,16 mins
847,-37.86703,145.09159,-37.80508,145.08246,Monday,7:0,14 mins
848,-37.86703,145.09159,-37.80508,145.08246,Monday,12:0,15 mins
849,-37.86703,145.09159,-37.80508,145.08246,Monday,18:0,17 mins
850,-37.86703,145.09159,-37.80508,145.08246,Friday,7:0,14 mins
851,-37.86703,145.09159,-37.80508,145.08246,Friday,12:0,16 mins
852,-37.86703,145.09159,-37.80508,145.08246,Friday,18:0,18 mins
853,-37.86703,145.09159,-37.80508,145.08246,Saturday,7:0,12 mins
854,-37.86703,145.09159,-37.80508,145.08246,Saturday,12:0,17 mins
855,-37.86703,145.09159,-37.80508,145.08246,Saturday,18:0,15 mins
856,-37.86703,145.09159,-37.80564,145.08171,Monday,7:0,14 mins
857,-37.86703,145.09159,-37.80564,145.08171,Monday,12:0,15 mins
858,-37.86703,145.09159,-37.80564,145.08171,Monday,18:0,17 mins
859,-37.86703,145.09159,-37.80564,145.08171,Friday,7:0,14 mins
860,-37.86703,145.09159,-37.80564,145.08171,Friday,12:0,16 mins
861,-37.86703,145.09159,-37.80564,145.08171,Friday,18:0,18 mins
862,-37.86703,145.09159,-37.80564,145.08171,Saturday,7:0,12 mins
863,-37.86703,145.09159,-37.80564,145.08171,Saturday,12:0,17 mins
864,-37.86703,145.09159,-37.80564,145.08171,Saturday,18:0,16 mins
865,-37.86703,145.09159,-37.80487,145.08092,Monday,7:0,14 mins
866,-37.86703,145.09159,-37.80487,145.08092,Monday,12:0,15 mins
867,-37.86703,145.09159,-37.80487,145.08092,Monday,18:0,17 mins
868,-37.86703,145.09159,-37.80487,145.08092,Friday,7:0,14 mins
869,-37.86703,145.09159,-37.80487,145.08092,Friday,12:0,16 mins
870,-37.86703,145.09159,-37.80487,145.08092,Friday,18:0,18 mins
871,-37.86703,145.09159,-37.80487,145.08092,Saturday,7:0,12 mins
872,-37.86703,145.09159,-37.80487,145.08092,Saturday,12:0,18 mins
873,-37.86703,145.09159,-37.80487,145.08092,Saturday,18:0,16 mins
874,-37.86703,145.09159,-37.81404,145.0801,Monday,7:0,13 mins
875,-37.86703,145.09159,-37.81404,145.0801,Monday,12:0,13 mins
876,-37.86703,145.09159,-37.81404,145.0801,Monday,18:0,15 mins
877,-37.86703,145.09159,-37.81404,145.0801,Friday,7:0,13 mins
878,-37.86703,145.09159,-37.81404,145.0801,Friday,12:0,14 mins
879,-37.86703,145.09159,-37.81404,145.0801,Friday,18:0,16 mins
880,-37.86703,145.09159,-37.81404,145.0801,Saturday,7:0,11 mins
881,-37.86703,145.09159,-37.81404,145.0801,Saturday,12:0,15 mins
882,-37.86703,145.09159,-37.81404,145.0801,Saturday,18:0,14 mins
883,-37.86703,145.09159,-37.8144,145.08045,Monday,7:0,13 mins
884,-37.86703,145.09159,-37.8144,145.08045,Monday,12:0,13 mins
885,-37.86703,145.09159,-37.8144,145.08045,Monday,18:0,15 mins
886,-37.86703,145.09159,-37.8144,145.08045,Friday,7:0,13 mins
887,-37.86703,145.09159,-37.8144,145.08045,Friday,12:0,14 mins
888,-37.86703,145.09159,-37.8144,145.08045,Friday,18:0,16 mins
889,-37.86703,145.09159,-37.8144,145.08045,Saturday,7:0,11 mins
890,-37.86703,145.09159,-37.8144,145.08045,Saturday,12:0,15 mins
891,-37.86703,145.09159,-37.8144,145.08045,Saturday,18:0,14 mins
892,-37.86703,145.09159,-37.81476,145.07996,Monday,7:0,13 mins
893,-37.86703,145.09159,-37.81476,145.07996,Monday,12:0,14 mins
894,-37.86703,145.09159,-37.81476,145.07996,Monday,18:0,16 mins
895,-37.86703,145.09159,-37.81476,145.07996,Friday,7:0,13 mins
896,-37.86703,145.09159,-37.81476,145.07996,Friday,12:0,14 mins
897,-37.86703,145.09159,-37.81476,145.07996,Friday,18:0,16 mins
898,-37.86703,145.09159,-37.81476,145.07996,Saturday,7:0,11 mins
899,-37.86703,145.09159,-37.81476,145.07996,Saturday,12:0,16 mins
900,-37.86703,145.09159,-37.81476,145.07996,Saturday,18:0,14 mins
901,-37.86703,145.09159,-37.81429,145.07951,Monday,7:0,13 mins
902,-37.86703,145.09159,-37.81429,145.07951,Monday,12:0,14 mins
903,-37.86703,145.09159,-37.81429,145.07951,Monday,18:0,15 mins
904,-37.86703,145.09159,-37.81429,145.07951,Friday,7:0,13 mins
905,-37.86703,145.09159,-37.81429,145.07951,Friday,12:0,14 mins
906,-37.86703,145.09159,-37.81429,145.07951,Friday,18:0,16 mins
907,-37.86703,145.09159,-37.81429,145.07951,Saturday,7:0,11 mins
908,-37.86703,145.09159,-37.81429,145.07951,Saturday,12:0,16 mins
909,-37.86703,145.09159,-37.81429,145.07951,Saturday,18:0,14 mins
910,-37.86703,145.09159,-37.82155,145.01503,Monday,7:0,16 mins
911,-37.86703,145.09159,-37.82155,145.01503,Monday,12:0,16 mins
912,-37.86703,145.09159,-37.82155,145.01503,Monday,18:0,18 mins
913,-37.86703,145.09159,-37.82155,145.01503,Friday,7:0,16 mins
914,-37.86703,145.09159,-37.82155,145.01503,Friday,12:0,18 mins
915,-37.86703,145.09159,-37.82155,145.01503,Friday,18:0,20 mins
916,-37.86703,145.09159,-37.82155,145.01503,Saturday,7:0,14 mins
917,-37.86703,145.09159,-37.82155,145.01503,Saturday,12:0,20 mins
918,-37.86703,145.09159,-37.82155,145.01503,Saturday,18:0,17 mins
919,-37.86703,145.09159,-37.8228462,145.0251292,Monday,7:0,16 mins
920,-37.86703,145.09159,-37.8228462,145.0251292,Monday,12:0,16 mins
921,-37.86703,145.09159,-37.8228462,145.0251292,Monday,18:0,18 mins
922,-37.86703,145.09159,-37.8228462,145.0251292,Friday,7:0,16 mins
923,-37.86703,145.09159,-37.8228462,145.0251292,Friday,12:0,18 mins
924,-37.86703,145.09159,-37.8228462,145.0251292,Friday,18:0,20 mins
925,-37.86703,145.09159,-37.8228462,145.0251292,Saturday,7:0,13 mins
926,-37.86703,145.09159,-37.8228462,145.0251292,Saturday,12:0,20 mins
927,-37.86703,145.09159,-37.8228462,145.0251292,Saturday,18:0,17 mins
928,-37.86703,145.09159,-37.82313,145.02565,Monday,7:0,16 mins
929,-37.86703,145.09159,-37.82313,145.02565,Monday,12:0,16 mins
930,-37.86703,145.09159,-37.82313,145.02565,Monday,18:0,18 mins
931,-37.86703,145.09159,-37.82313,145.02565,Friday,7:0,16 mins
932,-37.86703,145.09159,-37.82313,145.02565,Friday,12:0,18 mins
933,-37.86703,145.09159,-37.82313,145.02565,Friday,18:0,20 mins
934,-37.86703,145.09159,-37.82313,145.02565,Saturday,7:0,13 mins
935,-37.86703,145.09159,-37.82313,145.02565,Saturday,12:0,20 mins
936,-37.86703,145.09159,-37.82313,145.02565,Saturday,18:0,17 mins
937,-37.86703,145.09159,-37.8232985,145.0250328,Monday,7:0,16 mins
938,-37.86703,145.09159,-37.8232985,145.0250328,Monday,12:0,17 mins
939,-37.86703,145.09159,-37.8232985,145.0250328,Monday,18:0,18 mins
940,-37.86703,145.09159,-37.8232985,145.0250328,Friday,7:0,16 mins
941,-37.86703,145.09159,-37.8232985,145.0250328,Friday,12:0,18 mins
942,-37.86703,145.09159,-37.8232985,145.0250328,Friday,18:0,21 mins
943,-37.86703,145.09159,-37.8232985,145.0250328,Saturday,7:0,14 mins
944,-37.86703,145.09159,-37.8232985,145.0250328,Saturday,12:0,20 mins
945,-37.86703,145.09159,-37.8232985,145.0250328,Saturday,18:0,18 mins
946,-37.86703,145.09159,-37.82295,145.02402,Monday,7:0,16 mins
947,-37.86703,145.09159,-37.82295,145.02402,Monday,12:0,16 mins
948,-37.86703,145.09159,-37.82295,145.02402,Monday,18:0,18 mins
949,-37.86703,145.09159,-37.82295,145.02402,Friday,7:0,16 mins
950,-37.86703,145.09159,-37.82295,145.02402,Friday,12:0,17 mins
951,-37.86703,145.09159,-37.82295,145.02402,Friday,18:0,19 mins
952,-37.86703,145.09159,-37.82295,145.02402,Saturday,7:0,13 mins
953,-37.86703,145.09159,-37.82295,145.02402,Saturday,12:0,19 mins
954,-37.86703,145.09159,-37.82295,145.02402,Saturday,18:0,17 mins
955,-37.86703,145.09159,-37.82389,145.03409,Monday,7:0,15 mins
956,-37.86703,145.09159,-37.82389,145.03409,Monday,12:0,17 mins
957,-37.86703,145.09159,-37.82389,145.03409,Monday,18:0,19 mins
958,-37.86703,145.09159,-37.82389,145.03409,Friday,7:0,16 mins
959,-37.86703,145.09159,-37.82389,145.03409,Friday,12:0,19 mins
960,-37.86703,145.09159,-37.82389,145.03409,Friday,18:0,20 mins
961,-37.86703,145.09159,-37.82389,145.03409,Saturday,7:0,12 mins
962,-37.86703,145.09159,-37.82389,145.03409,Saturday,12:0,21 mins
963,-37.86703,145.09159,-37.82389,145.03409,Saturday,18:0,17 mins
964,-37.86703,145.09159,-37.82416,145.03445,Monday,7:0,15 mins
965,-37.86703,145.09159,-37.82416,145.03445,Monday,12:0,16 mins
966,-37.86703,145.09159,-37.82416,145.03445,Monday,18:0,19 mins
967,-37.86703,145.09159,-37.82416,145.03445,Friday,7:0,16 mins
968,-37.86703,145.09159,-37.82416,145.03445,Friday,12:0,19 mins
969,-37.86703,145.09159,-37.82416,145.03445,Friday,18:0,20 mins
970,-37.86703,145.09159,-37.82416,145.03445,Saturday,7:0,12 mins
971,-37.86703,145.09159,-37.82416,145.03445,Saturday,12:0,21 mins
972,-37.86703,145.09159,-37.82416,145.03445,Saturday,18:0,17 mins
973,-37.86703,145.09159,-37.82441,145.03399,Monday,7:0,16 mins
974,-37.86703,145.09159,-37.82441,145.03399,Monday,12:0,16 mins
975,-37.86703,145.09159,-37.82441,145.03399,Monday,18:0,19 mins
976,-37.86703,145.09159,-37.82441,145.03399,Friday,7:0,16 mins
977,-37.86703,145.09159,-37.82441,145.03399,Friday,12:0,19 mins
978,-37.86703,145.09159,-37.82441,145.03399,Friday,18:0,20 mins
979,-37.86703,145.09159,-37.82441,145.03399,Saturday,7:0,12 mins
980,-37.86703,145.09159,-37.82441,145.03399,Saturday,12:0,21 mins
981,-37.86703,145.09159,-37.82441,145.03399,Saturday,18:0,18 mins
982,-37.86703,145.09159,-37.82405,145.03349,Monday,7:0,16 mins
983,-37.86703,145.09159,-37.82405,145.03349,Monday,12:0,17 mins
984,-37.86703,145.09159,-37.82405,145.03349,Monday,18:0,19 mins
985,-37.86703,145.09159,-37.82405,145.03349,Friday,7:0,16 mins
986,-37.86703,145.09159,-37.82405,145.03349,Friday,12:0,19 mins
987,-37.86703,145.09159,-37.82405,145.03349,Friday,18:0,21 mins
988,-37.86703,145.09159,-37.82405,145.03349,Saturday,7:0,12 mins
989,-37.86703,145.09159,-37.82405,145.03349,Saturday,12:0,21 mins
990,-37.86703,145.09159,-37.82405,145.03349,Saturday,18:0,18 mins
991,-37.86703,145.09159,0,0,Monday,7:0,Error
992,-37.86703,145.09159,0,0,Monday,12:0,Error
993,-37.86703,145.09159,0,0,Monday,18:0,Error
994,-37.86703,145.09159,0,0,Friday,7:0,Error
995,-37.86703,145.09159,0,0,Friday,12:0,Error
996,-37.86703,145.09159,0,0,Friday,18:0,Error
997,-37.86703,145.09159,0,0,Saturday,7:0,Error
998,-37.86703,145.09159,0,0,Saturday,12:0,Error
999,-37.86703,145.09159,0,0,Saturday,18:0,Error
1000,-37.86703,145.09159,-37.82529,145.04387,Monday,7:0,13 mins
1001,-37.86703,145.09159,-37.82529,145.04387,Monday,12:0,14 mins
1002,-37.86703,145.09159,-37.82529,145.04387,Monday,18:0,16 mins
1003,-37.86703,145.09159,-37.82529,145.04387,Friday,7:0,13 mins
1004,-37.86703,145.09159,-37.82529,145.04387,Friday,12:0,16 mins
1005,-37.86703,145.09159,-37.82529,145.04387,Friday,18:0,18 mins
1006,-37.86703,145.09159,-37.82529,145.04387,Saturday,7:0,11 mins
1007,-37.86703,145.09159,-37.82529,145.04387,Saturday,12:0,19 mins
1008,-37.86703,145.09159,-37.82529,145.04387,Saturday,18:0,15 mins
1009,-37.86703,145.09159,-37.82542,145.04346,Monday,7:0,14 mins
1010,-37.86703,145.09159,-37.82542,145.04346,Monday,12:0,15 mins
1011,-37.86703,145.09159,-37.82542,145.04346,Monday,18:0,17 mins
1012,-37.86703,145.09159,-37.82542,145.04346,Friday,7:0,14 mins
1013,-37.86703,145.09159,-37.82542,145.04346,Friday,12:0,16 mins
1014,-37.86703,145.09159,-37.82542,145.04346,Friday,18:0,18 mins
1015,-37.86703,145.09159,-37.82542,145.04346,Saturday,7:0,11 mins
1016,-37.86703,145.09159,-37.82542,145.04346,Saturday,12:0,19 mins
1017,-37.86703,145.09159,-37.82542,145.04346,Saturday,18:0,15 mins
1018,-37.86703,145.09159,-37.82518,145.04301,Monday,7:0,13 mins
1019,-37.86703,145.09159,-37.82518,145.04301,Monday,12:0,14 mins
1020,-37.86703,145.09159,-37.82518,145.04301,Monday,18:0,17 mins
1021,-37.86703,145.09159,-37.82518,145.04301,Friday,7:0,14 mins
1022,-37.86703,145.09159,-37.82518,145.04301,Friday,12:0,17 mins
1023,-37.86703,145.09159,-37.82518,145.04301,Friday,18:0,18 mins
1024,-37.86703,145.09159,-37.82518,145.04301,Saturday,7:0,11 mins
1025,-37.86703,145.09159,-37.82518,145.04301,Saturday,12:0,19 mins
1026,-37.86703,145.09159,-37.82518,145.04301,Saturday,18:0,15 mins
1027,-37.86703,145.09159,-37.82951,145.03304,Monday,7:0,14 mins
1028,-37.86703,145.09159,-37.82951,145.03304,Monday,12:0,14 mins
1029,-37.86703,145.09159,-37.82951,145.03304,Monday,18:0,17 mins
1030,-37.86703,145.09159,-37.82951,145.03304,Friday,7:0,14 mins
1031,-37.86703,145.09159,-37.82951,145.03304,Friday,12:0,16 mins
1032,-37.86703,145.09159,-37.82951,145.03304,Friday,18:0,18 mins
1033,-37.86703,145.09159,-37.82951,145.03304,Saturday,7:0,11 mins
1034,-37.86703,145.09159,-37.82951,145.03304,Saturday,12:0,18 mins
1035,-37.86703,145.09159,-37.82951,145.03304,Saturday,18:0,16 mins
1036,-37.86703,145.09159,-37.8303,145.03336,Monday,7:0,14 mins
1037,-37.86703,145.09159,-37.8303,145.03336,Monday,12:0,14 mins
1038,-37.86703,145.09159,-37.8303,145.03336,Monday,18:0,16 mins
1039,-37.86703,145.09159,-37.8303,145.03336,Friday,7:0,14 mins
1040,-37.86703,145.09159,-37.8303,145.03336,Friday,12:0,16 mins
1041,-37.86703,145.09159,-37.8303,145.03336,Friday,18:0,18 mins
1042,-37.86703,145.09159,-37.8303,145.03336,Saturday,7:0,10 mins
1043,-37.86703,145.09159,-37.8303,145.03336,Saturday,12:0,18 mins
1044,-37.86703,145.09159,-37.8303,145.03336,Saturday,18:0,15 mins
1045,-37.86703,145.09159,-37.83095,145.03278,Monday,7:0,14 mins
1046,-37.86703,145.09159,-37.83095,145.03278,Monday,12:0,14 mins
1047,-37.86703,145.09159,-37.83095,145.03278,Monday,18:0,16 mins
1048,-37.86703,145.09159,-37.83095,145.03278,Friday,7:0,14 mins
1049,-37.86703,145.09159,-37.83095,145.03278,Friday,12:0,16 mins
1050,-37.86703,145.09159,-37.83095,145.03278,Friday,18:0,18 mins
1051,-37.86703,145.09159,-37.83095,145.03278,Saturday,7:0,10 mins
1052,-37.86703,145.09159,-37.83095,145.03278,Saturday,12:0,18 mins
1053,-37.86703,145.09159,-37.83095,145.03278,Saturday,18:0,15 mins
1054,-37.86703,145.09159,-37.83015,145.03208,Monday,7:0,14 mins
1055,-37.86703,145.09159,-37.83015,145.03208,Monday,12:0,14 mins
1056,-37.86703,145.09159,-37.83015,145.03208,Monday,18:0,17 mins
1057,-37.86703,145.09159,-37.83015,145.03208,Friday,7:0,14 mins
1058,-37.86703,145.09159,-37.83015,145.03208,Friday,12:0,16 mins
1059,-37.86703,145.09159,-37.83015,145.03208,Friday,18:0,18 mins
1060,-37.86703,145.09159,-37.83015,145.03208,Saturday,7:0,11 mins
1061,-37.86703,145.09159,-37.83015,145.03208,Saturday,12:0,18 mins
1062,-37.86703,145.09159,-37.83015,145.03208,Saturday,18:0,16 mins
1063,-37.86703,145.09159,-37.83186,145.04668,Monday,7:0,13 mins
1064,-37.86703,145.09159,-37.83186,145.04668,Monday,12:0,13 mins
1065,-37.86703,145.09159,-37.83186,145.04668,Monday,18:0,14 mins
1066,-37.86703,145.09159,-37.83186,145.04668,Friday,7:0,13 mins
1067,-37.86703,145.09159,-37.83186,145.04668,Friday,12:0,15 mins
1068,-37.86703,145.09159,-37.83186,145.04668,Friday,18:0,16 mins
1069,-37.86703,145.09159,-37.83186,145.04668,Saturday,7:0,11 mins
1070,-37.86703,145.09159,-37.83186,145.04668,Saturday,12:0,17 mins
1071,-37.86703,145.09159,-37.83186,145.04668,Saturday,18:0,14 mins
1072,-37.86703,145.09159,-37.83199,145.04636,Monday,7:0,12 mins
1073,-37.86703,145.09159,-37.83199,145.04636,Monday,12:0,13 mins
1074,-37.86703,145.09159,-37.83199,145.04636,Monday,18:0,14 mins
1075,-37.86703,145.09159,-37.83199,145.04636,Friday,7:0,12 mins
1076,-37.86703,145.09159,-37.83199,145.04636,Friday,12:0,15 mins
1077,-37.86703,145.09159,-37.83199,145.04636,Friday,18:0,16 mins
1078,-37.86703,145.09159,-37.83199,145.04636,Saturday,7:0,10 mins
1079,-37.86703,145.09159,-37.83199,145.04636,Saturday,12:0,17 mins
1080,-37.86703,145.09159,-37.83199,145.04636,Saturday,18:0,14 mins
1081,-37.86703,145.09159,-37.8318,145.04614,Monday,7:0,13 mins
1082,-37.86703,145.09159,-37.8318,145.04614,Monday,12:0,13 mins
1083,-37.86703,145.09159,-37.8318,145.04614,Monday,18:0,15 mins
1084,-37.86703,145.09159,-37.8318,145.04614,Friday,7:0,13 mins
1085,-37.86703,145.09159,-37.8318,145.04614,Friday,12:0,15 mins
1086,-37.86703,145.09159,-37.8318,145.04614,Friday,18:0,16 mins
1087,-37.86703,145.09159,-37.8318,145.04614,Saturday,7:0,10 mins
1088,-37.86703,145.09159,-37.8318,145.04614,Saturday,12:0,17 mins
1089,-37.86703,145.09159,-37.8318,145.04614,Saturday,18:0,14 mins
1090,-37.86703,145.09159,-37.84632,145.04378,Monday,7:0,11 mins
1091,-37.86703,145.09159,-37.84632,145.04378,Monday,12:0,12 mins
1092,-37.86703,145.09159,-37.84632,145.04378,Monday,18:0,13 mins
1093,-37.86703,145.09159,-37.84632,145.04378,Friday,7:0,11 mins
1094,-37.86703,145.09159,-37.84632,145.04378,Friday,12:0,13 mins
1095,-37.86703,145.09159,-37.84632,145.04378,Friday,18:0,14 mins
1096,-37.86703,145.09159,-37.84632,145.04378,Saturday,7:0,9 mins
1097,-37.86703,145.09159,-37.84632,145.04378,Saturday,12:0,15 mins
1098,-37.86703,145.09159,-37.84632,145.04378,Saturday,18:0,12 mins
1099,-37.86703,145.09159,-37.84686,145.04508,Monday,7:0,11 mins
1100,-37.86703,145.09159,-37.84686,145.04508,Monday,12:0,12 mins
1101,-37.86703,145.09159,-37.84686,145.04508,Monday,18:0,13 mins
1102,-37.86703,145.09159,-37.84686,145.04508,Friday,7:0,11 mins
1103,-37.86703,145.09159,-37.84686,145.04508,Friday,12:0,13 mins
1104,-37.86703,145.09159,-37.84686,145.04508,Friday,18:0,14 mins
1105,-37.86703,145.09159,-37.84686,145.04508,Saturday,7:0,9 mins
1106,-37.86703,145.09159,-37.84686,145.04508,Saturday,12:0,15 mins
1107,-37.86703,145.09159,-37.84686,145.04508,Saturday,18:0,12 mins
1108,-37.86703,145.09159,-37.800776,145.0494611,Monday,7:0,19 mins
1109,-37.86703,145.09159,-37.800776,145.0494611,Monday,12:0,20 mins
1110,-37.86703,145.09159,-37.800776,145.0494611,Monday,18:0,22 mins
1111,-37.86703,145.09159,-37.800776,145.0494611,Friday,7:0,20 mins
1112,-37.86703,145.09159,-37.800776,145.0494611,Friday,12:0,21 mins
1113,-37.86703,145.09159,-37.800776,145.0494611,Friday,18:0,23 mins
1114,-37.86703,145.09159,-37.800776,145.0494611,Saturday,7:0,17 mins
1115,-37.86703,145.09159,-37.800776,145.0494611,Saturday,12:0,21 mins
1116,-37.86703,145.09159,-37.800776,145.0494611,Saturday,18:0,20 mins
1117,-37.86703,145.09159,-37.80086,145.04962,Monday,7:0,19 mins
1118,-37.86703,145.09159,-37.80086,145.04962,Monday,12:0,20 mins
1119,-37.86703,145.09159,-37.80086,145.04962,Monday,18:0,22 mins
1120,-37.86703,145.09159,-37.80086,145.04962,Friday,7:0,20 mins
1121,-37.86703,145.09159,-37.80086,145.04962,Friday,12:0,21 mins
1122,-37.86703,145.09159,-37.80086,145.04962,Friday,18:0,23 mins
