expected_output,output,accuracy,found_solution,diff
0.06666666666666667,0.052692340811438435,0.7903851121715766,True,0.013974325855228231
0.06666666666666667,0.06645672264033405,0.9968508396050106,True,0.00020994402633262021
0.06666666666666667,0.11475035962866188,0.27874460557007175,True,0.04808369296199522
0.06666666666666667,0.052692340811438435,0.7903851121715766,True,0.013974325855228231
0.06666666666666667,0.06645672264033405,0.9968508396050106,True,0.00020994402633262021
0.08333333333333333,0.11475035962866188,0.6229956844560574,True,0.031417026295328554
0.05,0.052692340811438435,0.9461531837712314,True,0.0026923408114384317
0.06666666666666667,0.06645672264033405,0.9968508396050106,True,0.00020994402633262021
0.06666666666666667,0.11475035962866188,0.27874460557007175,True,0.04808369296199522
0.08333333333333333,0.052692340811438435,0.6323080897372613,True,0.030640992521894894
0.06666666666666667,0.07386852347582773,0.891972147862584,True,0.007201856809161064
0.06666666666666667,0.12011803803246797,0.1982294295129804,True,0.0534513713658013
0.08333333333333333,0.052692340811438435,0.6323080897372613,True,0.030640992521894894
0.06666666666666667,0.07386852347582773,0.891972147862584,True,0.007201856809161064
0.06666666666666667,0.12011803803246797,0.1982294295129804,True,0.0534513713658013
0.05,0.052692340811438435,0.9461531837712314,True,0.0026923408114384317
0.06666666666666667,0.07386852347582773,0.891972147862584,True,0.007201856809161064
0.06666666666666667,0.12011803803246797,0.1982294295129804,True,0.0534513713658013
0.06666666666666667,0.0443590074781051,0.6653851121715766,True,0.022307659188561563
0.06666666666666667,0.05812338930700071,0.8718508396050106,True,0.008543277359665959
0.06666666666666667,0.10641702629532855,0.40374460557007175,True,0.039750359628661885
0.06666666666666667,0.0443590074781051,0.6653851121715766,True,0.022307659188561563
0.06666666666666667,0.05812338930700071,0.8718508396050106,True,0.008543277359665959
0.08333333333333333,0.10641702629532855,0.7229956844560573,True,0.023083692961995222
0.05,0.0443590074781051,0.887180149562102,True,0.0056409925218949
0.06666666666666667,0.05812338930700071,0.8718508396050106,True,0.008543277359665959
0.06666666666666667,0.10641702629532855,0.40374460557007175,True,0.039750359628661885
0.06666666666666667,0.052692340811438435,0.7903851121715766,True,0.013974325855228231
0.06666666666666667,0.06645672264033405,0.9968508396050106,True,0.00020994402633262021
0.06666666666666667,0.11475035962866188,0.27874460557007175,True,0.04808369296199522
0.06666666666666667,0.052692340811438435,0.7903851121715766,True,0.013974325855228231
0.06666666666666667,0.06645672264033405,0.9968508396050106,True,0.00020994402633262021
0.08333333333333333,0.11475035962866188,0.6229956844560574,True,0.031417026295328554
0.05,0.052692340811438435,0.9461531837712314,True,0.0026923408114384317
0.06666666666666667,0.06645672264033405,0.9968508396050106,True,0.00020994402633262021
0.06666666666666667,0.11475035962866188,0.27874460557007175,True,0.04808369296199522
0.18333333333333332,,,False,
0.18333333333333332,,,False,
0.21666666666666667,,,False,
0.18333333333333332,,,False,
0.2,,,False,
0.23333333333333334,,,False,
0.15,,,False,
0.21666666666666667,,,False,
0.2,,,False,
0.18333333333333332,,,False,
0.18333333333333332,,,False,
0.21666666666666667,,,False,
0.18333333333333332,,,False,
0.2,,,False,
0.23333333333333334,,,False,
0.15,,,False,
0.2,,,False,
0.2,,,False,
0.18333333333333332,,,False,
0.18333333333333332,,,False,
0.21666666666666667,,,False,
0.18333333333333332,,,False,
0.2,,,False,
0.21666666666666667,,,False,
0.15,,,False,
0.2,,,False,
0.2,,,False,
0.18333333333333332,,,False,
0.18333333333333332,,,False,
0.21666666666666667,,,False,
0.18333333333333332,,,False,
0.2,,,False,
0.23333333333333334,,,False,
0.15,,,False,
0.2,,,False,
0.2,,,False,
0.36666666666666664,0.3909938107149992,0.9336532435045475,True,0.024327144048332583
0.36666666666666664,0.45495384418098633,0.7592167885973099,True,0.08828717751431969
0.43333333333333335,0.6332955404480104,0.5385487528122838,True,0.19996220711467705
0.36666666666666664,0.3909938107149992,0.9336532435045475,True,0.024327144048332583
0.43333333333333335,0.45495384418098633,0.9501065134284932,True,0.021620510847652985
0.4666666666666667,0.6332955404480104,0.6429381276114063,True,0.16662887378134372
0.3,0.3909938107149992,0.6966872976166691,True,0.09099381071499923
0.4666666666666667,0.45495384418098633,0.9749010946735421,True,0.011712822485680341
0.4166666666666667,0.6332955404480104,0.48009070292477507,True,0.2166288737813437
0.36666666666666664,0.38266047738166586,0.9563805162318203,True,0.015993810714999224
0.38333333333333336,0.446620510847653,0.8349030151800358,True,0.06328717751431961
0.43333333333333335,0.6249622071146771,0.5577795220430529,True,0.19162887378134374
0.36666666666666664,0.38266047738166586,0.9563805162318203,True,0.015993810714999224
0.43333333333333335,0.446620510847653,0.9693372826592624,True,0.013287177514319626
0.4666666666666667,0.6249622071146771,0.6607952704685491,True,0.15829554044801042
0.3,0.38266047738166586,0.724465075394447,True,0.08266047738166588
0.4666666666666667,0.446620510847653,0.9570439518163992,True,0.0200461558190137
0.4166666666666667,0.6249622071146771,0.500090702924775,True,0.2082955404480104
0.35,0.31390244741286244,0.8968641354653213,True,0.03609755258713754
0.36666666666666664,0.3773168471082832,0.9709540533410457,True,0.010650180441616586
0.4,0.5913386868066752,0.521653282983312,True,0.1913386868066752
0.35,0.31390244741286244,0.8968641354653213,True,0.03609755258713754
0.4,0.3773168471082832,0.943292117770708,True,0.022683152891716796
0.43333333333333335,0.5913386868066752,0.6353722612153649,True,0.15800535347334188
0.2833333333333333,0.31390244741286244,0.8921090091310737,True,0.030569114079529114
0.43333333333333335,0.3773168471082832,0.8707311856344997,True,0.05601648622505012
0.38333333333333336,0.5913386868066752,0.45737733876519515,True,0.20800535347334187
0.31666666666666665,,,False,
