loss,mape,val_loss,val_mape
0.10303318500518799,529428.0625,0.07443249970674515,514.4786987304688
0.07555916160345078,718032.4375,0.07226434350013733,388.7412109375
0.06872227042913437,360415.65625,0.08744692802429199,610.7789306640625
0.07436655461788177,699769.0,0.06953361630439758,480.01361083984375
0.07251925021409988,246035.59375,0.06749141216278076,455.5594787597656
0.06534770131111145,611798.75,0.07227388024330139,527.42431640625
0.06586641818284988,585364.25,0.07602643221616745,556.7015991210938
0.0666646733880043,444794.21875,0.06722381711006165,496.73883056640625
0.0657050758600235,315923.0,0.06584791094064713,492.2379150390625
0.056215282529592514,524227.6875,0.07218478620052338,542.5884399414062
