loss,mape,val_loss,val_mape
0.07142890244722366,735591.0,0.05695206671953201,224.2771759033203
0.05691352114081383,611495.375,0.04152001813054085,171.8839111328125
0.03979147970676422,403734.3125,0.028380028903484344,114.64688110351562
0.03286712244153023,275259.375,0.02612021006643772,95.33866119384766
0.03162378445267677,290389.40625,0.024940839037299156,93.7906494140625
0.030483156442642212,295388.78125,0.02381911873817444,92.42313385009766
0.029199549928307533,255840.046875,0.02190719172358513,87.21005249023438
0.027800612151622772,270081.71875,0.020828494802117348,83.33280181884766
0.02661694958806038,260528.796875,0.019367769360542297,86.03885650634766
0.02495380863547325,240494.828125,0.01795957237482071,85.52424621582031
